group	entity	year	antigen	coverage_category	coverage	continent
COUNTRIES	Swaziland	2005	MCV2	WUENIC	99	Africa
COUNTRIES	Swaziland	2005	MCV1	WUENIC	93	Africa
COUNTRIES	Ethiopia	2005	MCV1	WUENIC	40	Africa
WHO_REGIONS	European Region	2005	MCV1	WUENIC	93	NA
WHO_REGIONS	European Region	2005	MCV2	WUENIC	77	NA
COUNTRIES	Fiji	2005	MCV2	WUENIC	74	Oceania
COUNTRIES	Fiji	2005	MCV1	WUENIC	90	Oceania
COUNTRIES	Finland	2005	MCV1	WUENIC	97	Europe
COUNTRIES	France	2005	MCV1	WUENIC	87	Europe
COUNTRIES	Gabon	2005	MCV1	WUENIC	55	Africa
COUNTRIES	Gambia	2005	MCV1	WUENIC	91	Africa
COUNTRIES	Georgia	2005	MCV2	WUENIC	87	Europe
COUNTRIES	Georgia	2005	MCV1	WUENIC	90	Europe
COUNTRIES	Germany	2005	MCV1	WUENIC	96	Europe
COUNTRIES	Germany	2005	MCV2	WUENIC	91	Europe
COUNTRIES	Ghana	2005	MCV1	WUENIC	83	Africa
COUNTRIES	Greece	2005	MCV1	WUENIC	96	Europe
COUNTRIES	Grenada	2005	MCV1	WUENIC	99	North America
COUNTRIES	Grenada	2005	MCV2	WUENIC	81	North America
COUNTRIES	Guatemala	2005	MCV1	WUENIC	93	North America
COUNTRIES	Guinea	2005	MCV1	WUENIC	51	Africa
COUNTRIES	Guinea-Bissau	2005	MCV1	WUENIC	76	Africa
COUNTRIES	Guyana	2005	MCV2	WUENIC	72	South America
COUNTRIES	Guyana	2005	MCV1	WUENIC	92	South America
COUNTRIES	Haiti	2005	MCV1	WUENIC	58	North America
COUNTRIES	Honduras	2005	MCV1	WUENIC	96	North America
COUNTRIES	Hungary	2005	MCV2	WUENIC	99	Europe
COUNTRIES	Hungary	2005	MCV1	WUENIC	99	Europe
COUNTRIES	Iceland	2005	MCV1	WUENIC	90	Europe
COUNTRIES	Iceland	2005	MCV2	WUENIC	90	Europe
COUNTRIES	India	2005	MCV1	WUENIC	68	Asia
COUNTRIES	Indonesia	2005	MCV2	WUENIC	23	Asia
COUNTRIES	Indonesia	2005	MCV1	WUENIC	77	Asia
COUNTRIES	Iran	2005	MCV2	WUENIC	92	Asia
COUNTRIES	Iran	2005	MCV1	WUENIC	94	Asia
COUNTRIES	Iraq	2005	MCV1	WUENIC	69	Asia
COUNTRIES	Iraq	2005	MCV2	WUENIC	58	Asia
COUNTRIES	Ireland	2005	MCV1	WUENIC	84	Europe
COUNTRIES	Israel	2005	MCV1	WUENIC	94	Asia
COUNTRIES	Israel	2005	MCV2	WUENIC	96	Asia
COUNTRIES	Italy	2005	MCV1	WUENIC	87	Europe
COUNTRIES	Jamaica	2005	MCV2	WUENIC	91	North America
COUNTRIES	Jamaica	2005	MCV1	WUENIC	84	North America
COUNTRIES	Japan	2005	MCV1	WUENIC	98	Asia
COUNTRIES	Jordan	2005	MCV2	WUENIC	92	Asia
COUNTRIES	Jordan	2005	MCV1	WUENIC	95	Asia
COUNTRIES	Kazakhstan	2005	MCV2	WUENIC	96	Asia
COUNTRIES	Kazakhstan	2005	MCV1	WUENIC	99	Asia
COUNTRIES	Kenya	2005	MCV1	WUENIC	69	Africa
COUNTRIES	Kiribati	2005	MCV1	WUENIC	85	Oceania
COUNTRIES	Kuwait	2005	MCV2	WUENIC	77	Asia
COUNTRIES	Kuwait	2005	MCV1	WUENIC	99	Asia
COUNTRIES	Kyrgyzstan	2005	MCV1	WUENIC	99	Asia
COUNTRIES	Kyrgyzstan	2005	MCV2	WUENIC	98	Asia
COUNTRIES	Laos	2005	MCV1	WUENIC	41	Asia
COUNTRIES	Latvia	2005	MCV2	WUENIC	99	Europe
COUNTRIES	Latvia	2005	MCV1	WUENIC	98	Europe
COUNTRIES	Lebanon	2005	MCV2	WUENIC	34	Asia
COUNTRIES	Lebanon	2005	MCV1	WUENIC	63	Asia
COUNTRIES	Lesotho	2005	MCV2	WUENIC	68	Africa
COUNTRIES	Lesotho	2005	MCV1	WUENIC	83	Africa
COUNTRIES	Liberia	2005	MCV1	WUENIC	62	Africa
COUNTRIES	Libya	2005	MCV2	WUENIC	95	Africa
COUNTRIES	Libya	2005	MCV1	WUENIC	97	Africa
COUNTRIES	Lithuania	2005	MCV1	WUENIC	97	Europe
COUNTRIES	Lithuania	2005	MCV2	WUENIC	95	Europe
COUNTRIES	Luxembourg	2005	MCV1	WUENIC	95	Europe
COUNTRIES	Madagascar	2005	MCV1	WUENIC	74	Africa
COUNTRIES	Malawi	2005	MCV1	WUENIC	82	Africa
COUNTRIES	Malaysia	2005	MCV1	WUENIC	96	Asia
COUNTRIES	Malaysia	2005	MCV2	WUENIC	91	Asia
COUNTRIES	Maldives	2005	MCV1	WUENIC	97	Asia
COUNTRIES	Mali	2005	MCV1	WUENIC	73	Africa
COUNTRIES	Malta	2005	MCV1	WUENIC	86	Europe
COUNTRIES	Malta	2005	MCV2	WUENIC	60	Europe
COUNTRIES	Marshall Islands	2005	MCV1	WUENIC	86	Oceania
COUNTRIES	Marshall Islands	2005	MCV2	WUENIC	71	Oceania
COUNTRIES	Mauritania	2005	MCV1	WUENIC	65	Africa
COUNTRIES	Mauritius	2005	MCV2	WUENIC	78	Africa
COUNTRIES	Mauritius	2005	MCV1	WUENIC	98	Africa
COUNTRIES	Mexico	2005	MCV2	WUENIC	97	North America
COUNTRIES	Mexico	2005	MCV1	WUENIC	96	North America
COUNTRIES	Micronesia	2005	MCV1	WUENIC	96	Oceania
COUNTRIES	Micronesia	2005	MCV2	WUENIC	84	Oceania
COUNTRIES	Monaco	2005	MCV1	WUENIC	96	Europe
COUNTRIES	Mongolia	2005	MCV1	WUENIC	97	Asia
COUNTRIES	Mongolia	2005	MCV2	WUENIC	98	Asia
COUNTRIES	Morocco	2005	MCV2	WUENIC	92	Africa
COUNTRIES	Morocco	2005	MCV1	WUENIC	97	Africa
COUNTRIES	Mozambique	2005	MCV1	WUENIC	78	Africa
COUNTRIES	Burma (Myanmar)	2005	MCV1	WUENIC	84	Asia
COUNTRIES	Namibia	2005	MCV1	WUENIC	73	Africa
COUNTRIES	Nauru	2005	MCV1	WUENIC	80	Oceania
COUNTRIES	Nauru	2005	MCV2	WUENIC	50	Oceania
COUNTRIES	Nepal	2005	MCV1	WUENIC	74	Asia
COUNTRIES	Netherlands	2005	MCV1	WUENIC	95	Europe
COUNTRIES	Netherlands	2005	MCV2	WUENIC	93	Europe
COUNTRIES	New Zealand	2005	MCV1	WUENIC	82	Oceania
COUNTRIES	Nicaragua	2005	MCV1	WUENIC	96	North America
COUNTRIES	Niger	2005	MCV1	WUENIC	47	Africa
COUNTRIES	Nigeria	2005	MCV1	WUENIC	41	Africa
COUNTRIES	Niue	2005	MCV1	WUENIC	99	NA
COUNTRIES	Niue	2005	MCV2	WUENIC	70	NA
COUNTRIES	Macedonia	2005	MCV2	WUENIC	95	Europe
COUNTRIES	Macedonia	2005	MCV1	WUENIC	96	Europe
COUNTRIES	Norway	2005	MCV1	WUENIC	90	Europe
COUNTRIES	Norway	2005	MCV2	WUENIC	91	Europe
COUNTRIES	occupied Palestinian territory, including east Jerusalem	2005	MCV1	WUENIC	98	NA
COUNTRIES	occupied Palestinian territory, including east Jerusalem	2005	MCV2	WUENIC	97	NA
COUNTRIES	Oman	2005	MCV1	WUENIC	98	Asia
COUNTRIES	Oman	2005	MCV2	WUENIC	97	Asia
COUNTRIES	Pakistan	2005	MCV1	WUENIC	61	Asia
COUNTRIES	Palau	2005	MCV1	WUENIC	98	Oceania
COUNTRIES	Palau	2005	MCV2	WUENIC	95	Oceania
COUNTRIES	Panama	2005	MCV2	WUENIC	89	North America
COUNTRIES	Panama	2005	MCV1	WUENIC	99	North America
COUNTRIES	Papua New Guinea	2005	MCV1	WUENIC	82	Oceania
COUNTRIES	Paraguay	2005	MCV1	WUENIC	91	South America
COUNTRIES	Paraguay	2005	MCV2	WUENIC	31	South America
COUNTRIES	Peru	2005	MCV1	WUENIC	77	South America
COUNTRIES	Philippines	2005	MCV1	WUENIC	92	Asia
COUNTRIES	Poland	2005	MCV2	WUENIC	90	Europe
COUNTRIES	Poland	2005	MCV1	WUENIC	98	Europe
COUNTRIES	Portugal	2005	MCV1	WUENIC	93	Europe
COUNTRIES	Portugal	2005	MCV2	WUENIC	87	Europe
COUNTRIES	Qatar	2005	MCV1	WUENIC	99	Asia
COUNTRIES	Qatar	2005	MCV2	WUENIC	98	Asia
WHO_REGIONS	Region of the Americas	2005	MCV1	WUENIC	92	NA
WHO_REGIONS	Region of the Americas	2005	MCV2	WUENIC	62	NA
COUNTRIES	South Korea	2005	MCV1	WUENIC	99	Asia
COUNTRIES	South Korea	2005	MCV2	WUENIC	99	Asia
COUNTRIES	Republic of Moldova	2005	MCV1	WUENIC	97	NA
COUNTRIES	Republic of Moldova	2005	MCV2	WUENIC	98	NA
COUNTRIES	Romania	2005	MCV1	WUENIC	97	Europe
COUNTRIES	Romania	2005	MCV2	WUENIC	96	Europe
COUNTRIES	Russia	2005	MCV1	WUENIC	99	Asia
COUNTRIES	Russia	2005	MCV2	WUENIC	97	Asia
COUNTRIES	Rwanda	2005	MCV1	WUENIC	89	Africa
COUNTRIES	Saint Kitts and Nevis	2005	MCV1	WUENIC	99	North America
COUNTRIES	Saint Kitts and Nevis	2005	MCV2	WUENIC	97	North America
COUNTRIES	Saint Lucia	2005	MCV2	WUENIC	56	North America
COUNTRIES	Saint Lucia	2005	MCV1	WUENIC	94	North America
COUNTRIES	Saint Vincent and the Grenadines	2005	MCV1	WUENIC	97	North America
COUNTRIES	Saint Vincent and the Grenadines	2005	MCV2	WUENIC	93	North America
COUNTRIES	Samoa	2005	MCV1	WUENIC	57	Oceania
COUNTRIES	Samoa	2005	MCV2	WUENIC	26	Oceania
COUNTRIES	San Marino	2005	MCV1	WUENIC	94	Europe
COUNTRIES	San Marino	2005	MCV2	WUENIC	94	Europe
COUNTRIES	Sao Tome and Principe	2005	MCV1	WUENIC	88	Africa
COUNTRIES	Saudi Arabia	2005	MCV2	WUENIC	97	Asia
COUNTRIES	Saudi Arabia	2005	MCV1	WUENIC	97	Asia
COUNTRIES	Senegal	2005	MCV1	WUENIC	74	Africa
COUNTRIES	Serbia	2005	MCV1	WUENIC	96	Europe
COUNTRIES	Serbia	2005	MCV2	WUENIC	98	Europe
COUNTRIES	Seychelles	2005	MCV2	WUENIC	99	Africa
COUNTRIES	Seychelles	2005	MCV1	WUENIC	99	Africa
COUNTRIES	Sierra Leone	2005	MCV1	WUENIC	71	Africa
COUNTRIES	Singapore	2005	MCV2	WUENIC	95	Asia
COUNTRIES	Singapore	2005	MCV1	WUENIC	96	Asia
COUNTRIES	Slovakia	2005	MCV1	WUENIC	98	Europe
COUNTRIES	Slovakia	2005	MCV2	WUENIC	98	Europe
COUNTRIES	Slovenia	2005	MCV2	WUENIC	99	Europe
COUNTRIES	Slovenia	2005	MCV1	WUENIC	94	Europe
COUNTRIES	Solomon Islands	2005	MCV1	WUENIC	87	Oceania
COUNTRIES	Somalia	2005	MCV1	WUENIC	35	Africa
COUNTRIES	South Africa	2005	MCV2	WUENIC	48	Africa
COUNTRIES	South Africa	2005	MCV1	WUENIC	64	Africa
WHO_REGIONS	South-East Asia Region	2005	MCV1	WUENIC	73	NA
WHO_REGIONS	South-East Asia Region	2005	MCV2	WUENIC	6	NA
COUNTRIES	Spain	2005	MCV1	WUENIC	97	Europe
COUNTRIES	Spain	2005	MCV2	WUENIC	92	Europe
COUNTRIES	Sri Lanka	2005	MCV1	WUENIC	99	Asia
COUNTRIES	Sri Lanka	2005	MCV2	WUENIC	99	Asia
COUNTRIES	Sudan	2005	MCV1	WUENIC	69	Africa
COUNTRIES	Suriname	2005	MCV1	WUENIC	91	South America
COUNTRIES	Sweden	2005	MCV2	WUENIC	95	Europe
COUNTRIES	Sweden	2005	MCV1	WUENIC	96	Europe
COUNTRIES	Switzerland	2005	MCV1	WUENIC	87	Europe
COUNTRIES	Switzerland	2005	MCV2	WUENIC	71	Europe
COUNTRIES	Syria	2005	MCV1	WUENIC	81	Asia
COUNTRIES	Syria	2005	MCV2	WUENIC	81	Asia
COUNTRIES	Tajikistan	2005	MCV2	WUENIC	92	Asia
COUNTRIES	Tajikistan	2005	MCV1	WUENIC	85	Asia
COUNTRIES	Thailand	2005	MCV2	WUENIC	95	Asia
COUNTRIES	Thailand	2005	MCV1	WUENIC	96	Asia
COUNTRIES	Timor-Leste	2005	MCV1	WUENIC	48	NA
COUNTRIES	Togo	2005	MCV1	WUENIC	70	Africa
COUNTRIES	Tonga	2005	MCV1	WUENIC	99	Oceania
COUNTRIES	Tonga	2005	MCV2	WUENIC	98	Oceania
COUNTRIES	Trinidad and Tobago	2005	MCV1	WUENIC	93	North America
COUNTRIES	Trinidad and Tobago	2005	MCV2	WUENIC	84	North America
COUNTRIES	Tunisia	2005	MCV1	WUENIC	96	Africa
COUNTRIES	Tunisia	2005	MCV2	WUENIC	99	Africa
COUNTRIES	Turkey	2005	MCV2	WUENIC	98	Europe
COUNTRIES	Turkey	2005	MCV1	WUENIC	91	Europe
COUNTRIES	Turkmenistan	2005	MCV2	WUENIC	98	Asia
COUNTRIES	Turkmenistan	2005	MCV1	WUENIC	99	Asia
COUNTRIES	Tuvalu	2005	MCV1	WUENIC	62	Oceania
COUNTRIES	Tuvalu	2005	MCV2	WUENIC	86	Oceania
COUNTRIES	Uganda	2005	MCV1	WUENIC	68	Africa
COUNTRIES	Ukraine	2005	MCV1	WUENIC	96	Europe
COUNTRIES	Ukraine	2005	MCV2	WUENIC	96	Europe
COUNTRIES	United Arab Emirates	2005	MCV2	WUENIC	94	Asia
COUNTRIES	United Arab Emirates	2005	MCV1	WUENIC	92	Asia
COUNTRIES	United Kingdom	2005	MCV1	WUENIC	82	Europe
COUNTRIES	United Kingdom	2005	MCV2	WUENIC	75	Europe
COUNTRIES	United Republic of Tanzania	2005	MCV1	WUENIC	91	NA
COUNTRIES	United States	2005	MCV2	WUENIC	86	North America
COUNTRIES	United States	2005	MCV1	WUENIC	92	North America
COUNTRIES	Uruguay	2005	MCV1	WUENIC	95	South America
COUNTRIES	Uzbekistan	2005	MCV2	WUENIC	81	Asia
COUNTRIES	Uzbekistan	2005	MCV1	WUENIC	99	Asia
COUNTRIES	Vanuatu	2005	MCV1	WUENIC	53	Oceania
COUNTRIES	Venezuela	2005	MCV1	WUENIC	76	South America
COUNTRIES	Vietnam	2005	MCV1	WUENIC	95	Asia
WHO_REGIONS	Western Pacific Region	2005	MCV1	WUENIC	88	NA
WHO_REGIONS	Western Pacific Region	2005	MCV2	WUENIC	64	NA
COUNTRIES	Yemen	2005	MCV2	WUENIC	21	Asia
COUNTRIES	Yemen	2005	MCV1	WUENIC	73	Asia
COUNTRIES	Zambia	2005	MCV1	WUENIC	85	Africa
COUNTRIES	Zimbabwe	2005	MCV1	WUENIC	67	Africa
COUNTRIES	Afghanistan	2004	MCV2	ADMIN	2.2	Asia
COUNTRIES	Afghanistan	2004	MCV1	ADMIN	60	Asia
COUNTRIES	Albania	2004	MCV1	ADMIN	96.2	Europe
COUNTRIES	Albania	2004	MCV2	ADMIN	95.7	Europe
COUNTRIES	Algeria	2004	MCV2	ADMIN	94	Africa
COUNTRIES	Algeria	2004	MCV1	ADMIN	81	Africa
COUNTRIES	Andorra	2004	MCV1	ADMIN	97.6	Europe
COUNTRIES	Angola	2004	MCV1	ADMIN	64	Africa
COUNTRIES	Antigua and Barbuda	2004	MCV1	ADMIN	97	North America
COUNTRIES	Argentina	2004	MCV2	ADMIN	93	South America
COUNTRIES	Argentina	2004	MCV1	ADMIN	99.1	South America
COUNTRIES	Armenia	2004	MCV2	ADMIN	94.4	Europe
COUNTRIES	Armenia	2004	MCV1	ADMIN	91.5	Europe
COUNTRIES	Australia	2004	MCV1	ADMIN	94	Oceania
COUNTRIES	Australia	2004	MCV2	ADMIN	84.8	Oceania
COUNTRIES	Austria	2004	MCV2	ADMIN	47.4	Europe
COUNTRIES	Austria	2004	MCV1	ADMIN	74	Europe
COUNTRIES	Azerbaijan	2004	MCV2	ADMIN	97.8	Europe
COUNTRIES	Azerbaijan	2004	MCV1	ADMIN	98.4	Europe
COUNTRIES	Bahamas	2004	MCV1	ADMIN	86	North America
COUNTRIES	Bahrain	2004	MCV2	ADMIN	98.8	Asia
COUNTRIES	Bahrain	2004	MCV1	ADMIN	98.8	Asia
COUNTRIES	Bangladesh	2004	MCV1	ADMIN	96	Asia
COUNTRIES	Barbados	2004	MCV1	ADMIN	98	North America
COUNTRIES	Belarus	2004	MCV2	ADMIN	98.5	Europe
COUNTRIES	Belarus	2004	MCV1	ADMIN	99	Europe
COUNTRIES	Belize	2004	MCV1	ADMIN	97	North America
COUNTRIES	Benin	2004	MCV1	ADMIN	93	Africa
COUNTRIES	Bhutan	2004	MCV1	ADMIN	88	Asia
COUNTRIES	Bolivia	2004	MCV1	ADMIN	90	South America
COUNTRIES	Bosnia and Herzegovina	2004	MCV1	ADMIN	88	Europe
COUNTRIES	Bosnia and Herzegovina	2004	MCV2	ADMIN	88	Europe
COUNTRIES	Botswana	2004	MCV1	ADMIN	86	Africa
COUNTRIES	Brazil	2004	MCV1	ADMIN	111	South America
COUNTRIES	Brunei	2004	MCV1	ADMIN	99	Asia
COUNTRIES	Brunei	2004	MCV2	ADMIN	96.6	Asia
COUNTRIES	Bulgaria	2004	MCV1	ADMIN	92.6	Europe
COUNTRIES	Bulgaria	2004	MCV2	ADMIN	97.7	Europe
COUNTRIES	Burkina	2004	MCV1	ADMIN	78	Africa
COUNTRIES	Burundi	2004	MCV1	ADMIN	78	Africa
COUNTRIES	Cape Verde	2004	MCV1	ADMIN	69	Africa
COUNTRIES	Cambodia	2004	MCV1	ADMIN	80	Asia
COUNTRIES	Cameroon	2004	MCV1	ADMIN	64	Africa
COUNTRIES	Central African Republic	2004	MCV1	ADMIN	70	Africa
COUNTRIES	Chad	2004	MCV1	ADMIN	56	Africa
COUNTRIES	Chile	2004	MCV1	ADMIN	94	South America
COUNTRIES	Chile	2004	MCV2	ADMIN	110	South America
COUNTRIES	China	2004	MCV2	ADMIN	96.18	Asia
COUNTRIES	China	2004	MCV1	ADMIN	98.48	Asia
COUNTRIES	China, Macao SAR	2004	MCV2	ADMIN	83.8	NA
COUNTRIES	China, Macao SAR	2004	MCV1	ADMIN	91.1	NA
COUNTRIES	Colombia	2004	MCV1	ADMIN	91.6	South America
COUNTRIES	Colombia	2004	MCV2	ADMIN	70	South America
COUNTRIES	Comoros	2004	MCV1	ADMIN	76	Africa
COUNTRIES	Congo	2004	MCV1	ADMIN	55	Africa
COUNTRIES	Cook Islands	2004	MCV2	ADMIN	86	NA
COUNTRIES	Cook Islands	2004	MCV1	ADMIN	107	NA
COUNTRIES	Costa Rica	2004	MCV1	ADMIN	87	North America
COUNTRIES	Ivory Coast	2004	MCV1	ADMIN	49	Africa
COUNTRIES	Croatia	2004	MCV2	ADMIN	97.87	Europe
COUNTRIES	Croatia	2004	MCV1	ADMIN	95.72	Europe
COUNTRIES	Czechia	2004	MCV2	ADMIN	96.9	Europe
COUNTRIES	Czechia	2004	MCV1	ADMIN	96.9	Europe
COUNTRIES	North Korea	2004	MCV1	ADMIN	95.3	Asia
COUNTRIES	Democratic Republic of Congo	2004	MCV1	ADMIN	64	Africa
COUNTRIES	Denmark	2004	MCV2	ADMIN	88	Europe
COUNTRIES	Denmark	2004	MCV1	ADMIN	96	Europe
COUNTRIES	Djibouti	2004	MCV1	ADMIN	60	Africa
COUNTRIES	Dominica	2004	MCV2	ADMIN	100	North America
COUNTRIES	Dominica	2004	MCV1	ADMIN	99	North America
COUNTRIES	Dominican Republic	2004	MCV1	ADMIN	61	North America
COUNTRIES	Ecuador	2004	MCV1	ADMIN	100	South America
COUNTRIES	Egypt	2004	MCV1	ADMIN	96.6	Africa
COUNTRIES	El Salvador	2004	MCV2	ADMIN	80.3	North America
COUNTRIES	El Salvador	2004	MCV1	ADMIN	93	North America
COUNTRIES	Equatorial Guinea	2004	MCV1	ADMIN	32.8	Africa
COUNTRIES	Eritrea	2004	MCV1	ADMIN	62	Africa
COUNTRIES	Estonia	2004	MCV2	ADMIN	97.2	Europe
COUNTRIES	Estonia	2004	MCV1	ADMIN	96	Europe
COUNTRIES	Swaziland	2004	MCV2	ADMIN	53	Africa
COUNTRIES	Swaziland	2004	MCV1	ADMIN	70	Africa
COUNTRIES	Ethiopia	2004	MCV1	ADMIN	56	Africa
COUNTRIES	Fiji	2004	MCV1	ADMIN	61.8	Oceania
COUNTRIES	Gabon	2004	MCV1	ADMIN	38	Africa
COUNTRIES	Gambia	2004	MCV1	ADMIN	86	Africa
COUNTRIES	Georgia	2004	MCV2	ADMIN	75	Europe
COUNTRIES	Georgia	2004	MCV1	ADMIN	86	Europe
COUNTRIES	Germany	2004	MCV2	ADMIN	50.9	Europe
COUNTRIES	Germany	2004	MCV1	ADMIN	92	Europe
COUNTRIES	Ghana	2004	MCV1	ADMIN	83	Africa
COUNTRIES	Grenada	2004	MCV1	ADMIN	75	North America
COUNTRIES	Guam	2004	MCV1	ADMIN	82	NA
COUNTRIES	Guatemala	2004	MCV1	ADMIN	95	North America
COUNTRIES	Guinea	2004	MCV1	ADMIN	73	Africa
COUNTRIES	Guinea-Bissau	2004	MCV1	ADMIN	61	Africa
COUNTRIES	Guyana	2004	MCV1	ADMIN	88	South America
COUNTRIES	Guyana	2004	MCV2	ADMIN	63	South America
COUNTRIES	Haiti	2004	MCV1	ADMIN	64.19	North America
COUNTRIES	Honduras	2004	MCV1	ADMIN	92	North America
COUNTRIES	Hungary	2004	MCV2	ADMIN	99.7	Europe
COUNTRIES	Hungary	2004	MCV1	ADMIN	99.9	Europe
COUNTRIES	Iceland	2004	MCV2	ADMIN	89	Europe
COUNTRIES	Iceland	2004	MCV1	ADMIN	93	Europe
COUNTRIES	India	2004	MCV1	ADMIN	90	Asia
COUNTRIES	Indonesia	2004	MCV2	ADMIN	32	Asia
COUNTRIES	Indonesia	2004	MCV1	ADMIN	92	Asia
COUNTRIES	Iran	2004	MCV2	ADMIN	104	Asia
COUNTRIES	Iran	2004	MCV1	ADMIN	96	Asia
COUNTRIES	Iraq	2004	MCV1	ADMIN	92.8	Asia
COUNTRIES	Iraq	2004	MCV2	ADMIN	64.6	Asia
COUNTRIES	Ireland	2004	MCV1	ADMIN	81	Europe
COUNTRIES	Israel	2004	MCV1	ADMIN	97	Asia
COUNTRIES	Israel	2004	MCV2	ADMIN	97	Asia
COUNTRIES	Italy	2004	MCV1	ADMIN	86	Europe
COUNTRIES	Jamaica	2004	MCV1	ADMIN	86	North America
COUNTRIES	Japan	2004	MCV1	ADMIN	102	Asia
COUNTRIES	Jordan	2004	MCV1	ADMIN	99	Asia
COUNTRIES	Kazakhstan	2004	MCV1	ADMIN	98.9	Asia
COUNTRIES	Kazakhstan	2004	MCV2	ADMIN	100	Asia
COUNTRIES	Kenya	2004	MCV1	ADMIN	65	Africa
COUNTRIES	Kiribati	2004	MCV1	ADMIN	56	Oceania
COUNTRIES	Kyrgyzstan	2004	MCV2	ADMIN	98.1	Asia
COUNTRIES	Kyrgyzstan	2004	MCV1	ADMIN	99.3	Asia
COUNTRIES	Laos	2004	MCV1	ADMIN	36	Asia
COUNTRIES	Latvia	2004	MCV2	ADMIN	98	Europe
COUNTRIES	Latvia	2004	MCV1	ADMIN	101	Europe
COUNTRIES	Lebanon	2004	MCV1	ADMIN	52.77	Asia
COUNTRIES	Lesotho	2004	MCV1	ADMIN	59	Africa
COUNTRIES	Lesotho	2004	MCV2	ADMIN	56	Africa
COUNTRIES	Liberia	2004	MCV1	ADMIN	42	Africa
COUNTRIES	Libya	2004	MCV1	ADMIN	100	Africa
COUNTRIES	Libya	2004	MCV2	ADMIN	93	Africa
COUNTRIES	Lithuania	2004	MCV2	ADMIN	93.4	Europe
COUNTRIES	Lithuania	2004	MCV1	ADMIN	97.7	Europe
COUNTRIES	Madagascar	2004	MCV1	ADMIN	98	Africa
COUNTRIES	Malawi	2004	MCV1	ADMIN	80	Africa
COUNTRIES	Malaysia	2004	MCV1	ADMIN	71	Asia
COUNTRIES	Maldives	2004	MCV1	ADMIN	97	Asia
COUNTRIES	Mali	2004	MCV1	ADMIN	75	Africa
COUNTRIES	Malta	2004	MCV1	ADMIN	94	Europe
COUNTRIES	Marshall Islands	2004	MCV2	ADMIN	92	Oceania
COUNTRIES	Marshall Islands	2004	MCV1	ADMIN	70	Oceania
COUNTRIES	Mauritania	2004	MCV1	ADMIN	64	Africa
COUNTRIES	Mauritius	2004	MCV1	ADMIN	90	Africa
COUNTRIES	Mauritius	2004	MCV2	ADMIN	91	Africa
COUNTRIES	Mexico	2004	MCV1	ADMIN	96	North America
COUNTRIES	Micronesia	2004	MCV1	ADMIN	85	Oceania
COUNTRIES	Micronesia	2004	MCV2	ADMIN	74	Oceania
COUNTRIES	Mongolia	2004	MCV2	ADMIN	97.8	Asia
COUNTRIES	Mongolia	2004	MCV1	ADMIN	99	Asia
COUNTRIES	Morocco	2004	MCV2	ADMIN	88	Africa
COUNTRIES	Morocco	2004	MCV1	ADMIN	92	Africa
COUNTRIES	Mozambique	2004	MCV1	ADMIN	94	Africa
COUNTRIES	Burma (Myanmar)	2004	MCV1	ADMIN	100	Asia
COUNTRIES	Namibia	2004	MCV1	ADMIN	70	Africa
COUNTRIES	Nauru	2004	MCV2	ADMIN	29	Oceania
COUNTRIES	Nepal	2004	MCV1	ADMIN	85.4	Asia
COUNTRIES	Netherlands	2004	MCV1	ADMIN	96.3	Europe
COUNTRIES	Netherlands	2004	MCV2	ADMIN	97.7	Europe
COUNTRIES	Nicaragua	2004	MCV1	ADMIN	84	North America
COUNTRIES	Niger	2004	MCV1	ADMIN	74	Africa
COUNTRIES	Niue	2004	MCV2	ADMIN	92	NA
COUNTRIES	Niue	2004	MCV1	ADMIN	100	NA
COUNTRIES	Macedonia	2004	MCV2	ADMIN	94.8	Europe
COUNTRIES	Macedonia	2004	MCV1	ADMIN	96.4	Europe
COUNTRIES	Northern Mariana Islands	2004	MCV1	ADMIN	72.92	NA
COUNTRIES	Northern Mariana Islands	2004	MCV2	ADMIN	81.89	NA
COUNTRIES	Norway	2004	MCV1	ADMIN	89	Europe
COUNTRIES	Norway	2004	MCV2	ADMIN	90	Europe
COUNTRIES	occupied Palestinian territory, including east Jerusalem	2004	MCV1	ADMIN	98	NA
COUNTRIES	Oman	2004	MCV1	ADMIN	98	Asia
COUNTRIES	Oman	2004	MCV2	ADMIN	98	Asia
COUNTRIES	Pakistan	2004	MCV1	ADMIN	68.1	Asia
COUNTRIES	Palau	2004	MCV1	ADMIN	98	Oceania
COUNTRIES	Panama	2004	MCV1	ADMIN	106	North America
COUNTRIES	Papua New Guinea	2004	MCV1	ADMIN	44	Oceania
COUNTRIES	Papua New Guinea	2004	MCV2	ADMIN	37	Oceania
COUNTRIES	Paraguay	2004	MCV1	ADMIN	88	South America
COUNTRIES	Peru	2004	MCV1	ADMIN	89	South America
COUNTRIES	Philippines	2004	MCV1	ADMIN	92	Asia
COUNTRIES	Poland	2004	MCV1	ADMIN	97	Europe
COUNTRIES	Poland	2004	MCV2	ADMIN	95.6	Europe
COUNTRIES	Portugal	2004	MCV1	ADMIN	95	Europe
COUNTRIES	Qatar	2004	MCV1	ADMIN	99	Asia
COUNTRIES	South Korea	2004	MCV1	ADMIN	99.5	Asia
COUNTRIES	South Korea	2004	MCV2	ADMIN	99.5	Asia
COUNTRIES	Republic of Moldova	2004	MCV1	ADMIN	96	NA
COUNTRIES	Republic of Moldova	2004	MCV2	ADMIN	97.8	NA
