group	entity	year	antigen	coverage_category	coverage	continent
COUNTRIES	Afghanistan	2023	MCV2	ADMIN	60.11	Asia
COUNTRIES	Afghanistan	2023	MCV1	ADMIN	77.58	Asia
COUNTRIES	Albania	2023	MCV2	ADMIN	92.99	Europe
COUNTRIES	Albania	2023	MCV1	ADMIN	83.28	Europe
COUNTRIES	Algeria	2023	MCV1	ADMIN	98.73	Africa
COUNTRIES	Algeria	2023	MCV2	ADMIN	93.08	Africa
COUNTRIES	Angola	2023	MCV1	ADMIN	78.67	Africa
COUNTRIES	Angola	2023	MCV2	ADMIN	54.77	Africa
COUNTRIES	Anguilla	2023	MCV2	ADMIN	71.33	NA
COUNTRIES	Anguilla	2023	MCV1	ADMIN	70.7	NA
COUNTRIES	Antigua and Barbuda	2023	MCV2	ADMIN	87.34	North America
COUNTRIES	Antigua and Barbuda	2023	MCV1	ADMIN	93.63	North America
COUNTRIES	Argentina	2023	MCV1	ADMIN	79.51	South America
COUNTRIES	Argentina	2023	MCV2	ADMIN	54.23	South America
COUNTRIES	Armenia	2023	MCV1	ADMIN	95.76	Europe
COUNTRIES	Armenia	2023	MCV2	ADMIN	95.99	Europe
COUNTRIES	Aruba	2023	MCV1	ADMIN	93.2	NA
COUNTRIES	Aruba	2023	MCV2	ADMIN	81.13	NA
COUNTRIES	Australia	2023	MCV2	ADMIN	92.65	Oceania
COUNTRIES	Australia	2023	MCV1	ADMIN	91.48	Oceania
COUNTRIES	Azerbaijan	2023	MCV2	ADMIN	93.23	Europe
COUNTRIES	Azerbaijan	2023	MCV1	ADMIN	96.23	Europe
COUNTRIES	Bahamas	2023	MCV1	ADMIN	86.34	North America
COUNTRIES	Bahamas	2023	MCV2	ADMIN	52.73	North America
COUNTRIES	Bahrain	2023	MCV1	ADMIN	100	Asia
COUNTRIES	Bahrain	2023	MCV2	ADMIN	100	Asia
COUNTRIES	Bangladesh	2023	MCV2	ADMIN	122.9	Asia
COUNTRIES	Bangladesh	2023	MCV1	ADMIN	125.3	Asia
COUNTRIES	Barbados	2023	MCV2	ADMIN	75.74	North America
COUNTRIES	Barbados	2023	MCV1	ADMIN	89.47	North America
COUNTRIES	Belarus	2023	MCV1	ADMIN	97.05	Europe
COUNTRIES	Belarus	2023	MCV2	ADMIN	94.86	Europe
COUNTRIES	Belize	2023	MCV1	ADMIN	92.97	North America
COUNTRIES	Belize	2023	MCV2	ADMIN	87.85	North America
COUNTRIES	Benin	2023	MCV1	ADMIN	96.34	Africa
COUNTRIES	Bermuda	2023	MCV1	ADMIN	95.31	NA
COUNTRIES	Bermuda	2023	MCV2	ADMIN	74.86	NA
COUNTRIES	Bhutan	2023	MCV2	ADMIN	103.21	Asia
COUNTRIES	Bhutan	2023	MCV1	ADMIN	98.69	Asia
COUNTRIES	Bolivia	2023	MCV2	ADMIN	50.29	South America
COUNTRIES	Bolivia	2023	MCV1	ADMIN	68.12	South America
COUNTRIES	Bosnia and Herzegovina	2023	MCV1	ADMIN	55.2	Europe
COUNTRIES	Bosnia and Herzegovina	2023	MCV2	ADMIN	62.8	Europe
COUNTRIES	Botswana	2023	MCV1	ADMIN	78.84	Africa
COUNTRIES	Botswana	2023	MCV2	ADMIN	79.37	Africa
COUNTRIES	Brazil	2023	MCV1	ADMIN	86.76	South America
COUNTRIES	Brazil	2023	MCV2	ADMIN	63.54	South America
COUNTRIES	British Virgin Islands	2023	MCV1	ADMIN	86.25	NA
COUNTRIES	British Virgin Islands	2023	MCV2	ADMIN	72.5	NA
COUNTRIES	Brunei	2023	MCV2	ADMIN	98.67	Asia
COUNTRIES	Brunei	2023	MCV1	ADMIN	97.42	Asia
COUNTRIES	Bulgaria	2023	MCV2	ADMIN	87.4	Europe
COUNTRIES	Bulgaria	2023	MCV1	ADMIN	91.6	Europe
COUNTRIES	Burkina	2023	MCV2	ADMIN	83.77	Africa
COUNTRIES	Burkina	2023	MCV1	ADMIN	93.69	Africa
COUNTRIES	Burundi	2023	MCV1	ADMIN	82.17	Africa
COUNTRIES	Burundi	2023	MCV2	ADMIN	80.93	Africa
COUNTRIES	Cape Verde	2023	MCV1	ADMIN	98.3	Africa
COUNTRIES	Cape Verde	2023	MCV2	ADMIN	92.66	Africa
COUNTRIES	Cambodia	2023	MCV1	ADMIN	96.33	Asia
COUNTRIES	Cambodia	2023	MCV2	ADMIN	83	Asia
COUNTRIES	Cameroon	2023	MCV2	ADMIN	55.91	Africa
COUNTRIES	Cameroon	2023	MCV1	ADMIN	81.51	Africa
COUNTRIES	Cayman Islands	2023	MCV1	ADMIN	93.87	NA
COUNTRIES	Cayman Islands	2023	MCV2	ADMIN	86.28	NA
COUNTRIES	Central African Republic	2023	MCV1	ADMIN	101.86	Africa
COUNTRIES	Chad	2023	MCV2	ADMIN	51.74	Africa
COUNTRIES	Chad	2023	MCV1	ADMIN	94.5	Africa
COUNTRIES	Chile	2023	MCV1	ADMIN	93.58	South America
COUNTRIES	Chile	2023	MCV2	ADMIN	69.98	South America
COUNTRIES	China	2023	MCV1	ADMIN	94.99	Asia
COUNTRIES	China	2023	MCV2	ADMIN	94.77	Asia
COUNTRIES	Hong Kong	2023	MCV2	ADMIN	95.38	Asia
COUNTRIES	China, Macao SAR	2023	MCV2	ADMIN	96.34	NA
COUNTRIES	China, Macao SAR	2023	MCV1	ADMIN	97.34	NA
COUNTRIES	Colombia	2023	MCV2	ADMIN	83.76	South America
COUNTRIES	Colombia	2023	MCV1	ADMIN	92.55	South America
COUNTRIES	Comoros	2023	MCV1	ADMIN	70.09	Africa
COUNTRIES	Comoros	2023	MCV2	ADMIN	78.77	Africa
COUNTRIES	Congo	2023	MCV1	ADMIN	64.74	Africa
COUNTRIES	Congo	2023	MCV2	ADMIN	34.14	Africa
COUNTRIES	Cook Islands	2023	MCV1	ADMIN	84.02	NA
COUNTRIES	Cook Islands	2023	MCV2	ADMIN	76.71	NA
COUNTRIES	Costa Rica	2023	MCV2	ADMIN	83.42	North America
COUNTRIES	Costa Rica	2023	MCV1	ADMIN	93.28	North America
COUNTRIES	Ivory Coast	2023	MCV2	ADMIN	42.72	Africa
COUNTRIES	Ivory Coast	2023	MCV1	ADMIN	93	Africa
COUNTRIES	Croatia	2023	MCV2	ADMIN	90.05	Europe
COUNTRIES	Croatia	2023	MCV1	ADMIN	90.08	Europe
COUNTRIES	Cuba	2023	MCV1	ADMIN	99.95	North America
COUNTRIES	Cuba	2023	MCV2	ADMIN	99.22	North America
COUNTRIES	Cyprus	2023	MCV1	ADMIN	81.5	Europe
COUNTRIES	Cyprus	2023	MCV2	ADMIN	79.56	Europe
COUNTRIES	Czechia	2023	MCV1	ADMIN	86.97	Europe
COUNTRIES	North Korea	2023	MCV2	ADMIN	16.31	Asia
COUNTRIES	North Korea	2023	MCV1	ADMIN	28.15	Asia
COUNTRIES	Democratic Republic of Congo	2023	MCV1	ADMIN	92.47	Africa
COUNTRIES	Democratic Republic of Congo	2023	MCV2	ADMIN	15	Africa
COUNTRIES	Denmark	2023	MCV2	ADMIN	92.82	Europe
COUNTRIES	Denmark	2023	MCV1	ADMIN	93.91	Europe
COUNTRIES	Djibouti	2023	MCV2	ADMIN	80.19	Africa
COUNTRIES	Djibouti	2023	MCV1	ADMIN	95.06	Africa
COUNTRIES	Dominica	2023	MCV1	ADMIN	97.61	North America
COUNTRIES	Dominica	2023	MCV2	ADMIN	99.06	North America
COUNTRIES	Dominican Republic	2023	MCV1	ADMIN	93.85	North America
COUNTRIES	Dominican Republic	2023	MCV2	ADMIN	70.5	North America
COUNTRIES	Ecuador	2023	MCV2	ADMIN	81	South America
COUNTRIES	Ecuador	2023	MCV1	ADMIN	97	South America
COUNTRIES	Egypt	2023	MCV2	ADMIN	94.96	Africa
COUNTRIES	Egypt	2023	MCV1	ADMIN	95.67	Africa
COUNTRIES	El Salvador	2023	MCV1	ADMIN	99.67	North America
COUNTRIES	El Salvador	2023	MCV2	ADMIN	71.4	North America
COUNTRIES	Equatorial Guinea	2023	MCV1	ADMIN	60.62	Africa
COUNTRIES	Equatorial Guinea	2023	MCV2	ADMIN	27.97	Africa
COUNTRIES	Eritrea	2023	MCV1	ADMIN	76.83	Africa
COUNTRIES	Eritrea	2023	MCV2	ADMIN	71.39	Africa
COUNTRIES	Estonia	2023	MCV1	ADMIN	84.42	Europe
COUNTRIES	Estonia	2023	MCV2	ADMIN	72.89	Europe
COUNTRIES	Swaziland	2023	MCV1	ADMIN	84.63	Africa
COUNTRIES	Swaziland	2023	MCV2	ADMIN	82.39	Africa
COUNTRIES	Ethiopia	2023	MCV2	ADMIN	83.07	Africa
COUNTRIES	Ethiopia	2023	MCV1	ADMIN	94.68	Africa
COUNTRIES	Fiji	2023	MCV1	ADMIN	95.23	Oceania
COUNTRIES	Fiji	2023	MCV2	ADMIN	82.93	Oceania
COUNTRIES	Finland	2023	MCV1	ADMIN	95	Europe
COUNTRIES	Finland	2023	MCV2	ADMIN	92	Europe
COUNTRIES	France	2023	MCV2	ADMIN	92.8	Europe
COUNTRIES	France	2023	MCV1	ADMIN	95.1	Europe
COUNTRIES	Gabon	2023	MCV1	ADMIN	65.94	Africa
COUNTRIES	Gambia	2023	MCV1	ADMIN	80.19	Africa
COUNTRIES	Gambia	2023	MCV2	ADMIN	73.09	Africa
COUNTRIES	Georgia	2023	MCV1	ADMIN	95	Europe
COUNTRIES	Georgia	2023	MCV2	ADMIN	86	Europe
COUNTRIES	Germany	2023	MCV1	ADMIN	96	Europe
COUNTRIES	Germany	2023	MCV2	ADMIN	91	Europe
COUNTRIES	Ghana	2023	MCV1	ADMIN	88.45	Africa
COUNTRIES	Ghana	2023	MCV2	ADMIN	82.09	Africa
COUNTRIES	Grenada	2023	MCV1	ADMIN	82.24	North America
COUNTRIES	Grenada	2023	MCV2	ADMIN	84.2	North America
COUNTRIES	Guam	2023	MCV2	ADMIN	90.96	NA
COUNTRIES	Guatemala	2023	MCV2	ADMIN	76.96	North America
COUNTRIES	Guatemala	2023	MCV1	ADMIN	88.09	North America
COUNTRIES	Guinea	2023	MCV1	ADMIN	90.6	Africa
COUNTRIES	Guinea	2023	MCV2	ADMIN	50.85	Africa
COUNTRIES	Guinea-Bissau	2023	MCV2	ADMIN	50	Africa
COUNTRIES	Guinea-Bissau	2023	MCV1	ADMIN	71.84	Africa
COUNTRIES	Guyana	2023	MCV1	ADMIN	103	South America
COUNTRIES	Guyana	2023	MCV2	ADMIN	99.06	South America
COUNTRIES	Haiti	2023	MCV2	ADMIN	66.96	North America
COUNTRIES	Haiti	2023	MCV1	ADMIN	93.69	North America
COUNTRIES	Honduras	2023	MCV2	ADMIN	73.97	North America
COUNTRIES	Honduras	2023	MCV1	ADMIN	77.19	North America
COUNTRIES	Hungary	2023	MCV1	ADMIN	99.86	Europe
COUNTRIES	Hungary	2023	MCV2	ADMIN	99.74	Europe
COUNTRIES	Iceland	2023	MCV1	ADMIN	91.28	Europe
COUNTRIES	Iceland	2023	MCV2	ADMIN	89.46	Europe
COUNTRIES	India	2023	MCV2	ADMIN	89.84	Asia
COUNTRIES	India	2023	MCV1	ADMIN	93.35	Asia
COUNTRIES	Indonesia	2023	MCV1	ADMIN	95.41	Asia
COUNTRIES	Indonesia	2023	MCV2	ADMIN	78	Asia
COUNTRIES	Iran	2023	MCV2	ADMIN	99.52	Asia
COUNTRIES	Iran	2023	MCV1	ADMIN	99.7	Asia
COUNTRIES	Iraq	2023	MCV1	ADMIN	107.38	Asia
COUNTRIES	Iraq	2023	MCV2	ADMIN	83.03	Asia
COUNTRIES	Ireland	2023	MCV1	ADMIN	89.48	Europe
COUNTRIES	Ireland	2023	MCV2	ADMIN	89.43	Europe
COUNTRIES	Italy	2023	MCV2	ADMIN	84.79	Europe
COUNTRIES	Italy	2023	MCV1	ADMIN	94.64	Europe
COUNTRIES	Jamaica	2023	MCV2	ADMIN	89.02	North America
COUNTRIES	Jamaica	2023	MCV1	ADMIN	92.6	North America
COUNTRIES	Japan	2023	MCV2	ADMIN	93.76	Asia
COUNTRIES	Japan	2023	MCV1	ADMIN	93.51	Asia
COUNTRIES	Jordan	2023	MCV2	ADMIN	89	Asia
COUNTRIES	Jordan	2023	MCV1	ADMIN	95	Asia
COUNTRIES	Kazakhstan	2023	MCV2	ADMIN	99.6	Asia
COUNTRIES	Kazakhstan	2023	MCV1	ADMIN	99.8	Asia
COUNTRIES	Kenya	2023	MCV1	ADMIN	85.33	Africa
COUNTRIES	Kenya	2023	MCV2	ADMIN	62.35	Africa
COUNTRIES	Kiribati	2023	MCV2	ADMIN	47.04	Oceania
COUNTRIES	Kiribati	2023	MCV1	ADMIN	78.65	Oceania
COUNTRIES	Kosovo (in accordance with UN Security Council resolution 1244 (1999))	2023	MCV1	ADMIN	91.76	NA
COUNTRIES	Kosovo (in accordance with UN Security Council resolution 1244 (1999))	2023	MCV2	ADMIN	91.76	NA
COUNTRIES	Kuwait	2023	MCV1	ADMIN	98.54	Asia
COUNTRIES	Kuwait	2023	MCV2	ADMIN	90.92	Asia
COUNTRIES	Kyrgyzstan	2023	MCV1	ADMIN	96.23	Asia
COUNTRIES	Kyrgyzstan	2023	MCV2	ADMIN	92.66	Asia
COUNTRIES	Laos	2023	MCV2	ADMIN	72.85	Asia
COUNTRIES	Laos	2023	MCV1	ADMIN	86.41	Asia
COUNTRIES	Latvia	2023	MCV2	ADMIN	91.75	Europe
COUNTRIES	Latvia	2023	MCV1	ADMIN	101.33	Europe
COUNTRIES	Lebanon	2023	MCV1	ADMIN	91.86	Asia
COUNTRIES	Lebanon	2023	MCV2	ADMIN	66.18	Asia
COUNTRIES	Lesotho	2023	MCV1	ADMIN	76.08	Africa
COUNTRIES	Lesotho	2023	MCV2	ADMIN	71.72	Africa
COUNTRIES	Liberia	2023	MCV1	ADMIN	101.42	Africa
COUNTRIES	Liberia	2023	MCV2	ADMIN	60.15	Africa
COUNTRIES	Libya	2023	MCV1	ADMIN	92.33	Africa
COUNTRIES	Libya	2023	MCV2	ADMIN	91.07	Africa
COUNTRIES	Lithuania	2023	MCV2	ADMIN	85.72	Europe
COUNTRIES	Lithuania	2023	MCV1	ADMIN	87.08	Europe
COUNTRIES	Madagascar	2023	MCV2	ADMIN	72.46	Africa
COUNTRIES	Madagascar	2023	MCV1	ADMIN	77.82	Africa
COUNTRIES	Malawi	2023	MCV2	ADMIN	65	Africa
COUNTRIES	Malawi	2023	MCV1	ADMIN	87	Africa
COUNTRIES	Malaysia	2023	MCV2	ADMIN	102.6	Asia
COUNTRIES	Malaysia	2023	MCV1	ADMIN	107.51	Asia
COUNTRIES	Maldives	2023	MCV1	ADMIN	98.69	Asia
COUNTRIES	Maldives	2023	MCV2	ADMIN	98.99	Asia
COUNTRIES	Mali	2023	MCV1	ADMIN	97.89	Africa
COUNTRIES	Mali	2023	MCV2	ADMIN	67.61	Africa
COUNTRIES	Malta	2023	MCV2	ADMIN	84.4	Europe
COUNTRIES	Malta	2023	MCV1	ADMIN	94.81	Europe
COUNTRIES	Marshall Islands	2023	MCV1	ADMIN	87.78	Oceania
COUNTRIES	Marshall Islands	2023	MCV2	ADMIN	61.26	Oceania
COUNTRIES	Mauritania	2023	MCV2	ADMIN	23.6	Africa
COUNTRIES	Mauritania	2023	MCV1	ADMIN	91.64	Africa
COUNTRIES	Mauritius	2023	MCV2	ADMIN	78.39	Africa
COUNTRIES	Mauritius	2023	MCV1	ADMIN	80.67	Africa
COUNTRIES	Mexico	2023	MCV1	ADMIN	76.35	North America
COUNTRIES	Mexico	2023	MCV2	ADMIN	73.69	North America
COUNTRIES	Micronesia	2023	MCV1	ADMIN	85.67	Oceania
COUNTRIES	Micronesia	2023	MCV2	ADMIN	58.64	Oceania
COUNTRIES	Mongolia	2023	MCV1	ADMIN	96.22	Asia
COUNTRIES	Mongolia	2023	MCV2	ADMIN	95.75	Asia
COUNTRIES	Montenegro	2023	MCV1	ADMIN	23.87	Europe
COUNTRIES	Montenegro	2023	MCV2	ADMIN	68.62	Europe
COUNTRIES	Montserrat	2023	MCV1	ADMIN	120	NA
COUNTRIES	Montserrat	2023	MCV2	ADMIN	97.83	NA
COUNTRIES	Mozambique	2023	MCV1	ADMIN	116.98	Africa
COUNTRIES	Mozambique	2023	MCV2	ADMIN	96.85	Africa
COUNTRIES	Burma (Myanmar)	2023	MCV2	ADMIN	64.78	Asia
COUNTRIES	Burma (Myanmar)	2023	MCV1	ADMIN	73.76	Asia
COUNTRIES	Namibia	2023	MCV1	ADMIN	85.8	Africa
COUNTRIES	Namibia	2023	MCV2	ADMIN	61.96	Africa
COUNTRIES	Nepal	2023	MCV1	ADMIN	96.9	Asia
COUNTRIES	Nepal	2023	MCV2	ADMIN	94.66	Asia
COUNTRIES	Netherlands	2023	MCV1	ADMIN	88.79	Europe
COUNTRIES	Netherlands	2023	MCV2	ADMIN	81.17	Europe
COUNTRIES	New Zealand	2023	MCV1	ADMIN	88.94	Oceania
COUNTRIES	New Zealand	2023	MCV2	ADMIN	84.03	Oceania
COUNTRIES	Nicaragua	2023	MCV1	ADMIN	100.58	North America
COUNTRIES	Nicaragua	2023	MCV2	ADMIN	98.14	North America
COUNTRIES	Niger	2023	MCV1	ADMIN	99.56	Africa
COUNTRIES	Niger	2023	MCV2	ADMIN	72.73	Africa
COUNTRIES	Nigeria	2023	MCV1	ADMIN	82.73	Africa
COUNTRIES	Nigeria	2023	MCV2	ADMIN	24.34	Africa
COUNTRIES	Niue	2023	MCV1	ADMIN	100	NA
COUNTRIES	Niue	2023	MCV2	ADMIN	100	NA
COUNTRIES	Macedonia	2023	MCV2	ADMIN	87.69	Europe
COUNTRIES	Macedonia	2023	MCV1	ADMIN	73.37	Europe
COUNTRIES	Northern Mariana Islands	2023	MCV1	ADMIN	86.31	NA
COUNTRIES	Northern Mariana Islands	2023	MCV2	ADMIN	94.52	NA
COUNTRIES	Norway	2023	MCV1	ADMIN	95.82	Europe
COUNTRIES	Norway	2023	MCV2	ADMIN	94.46	Europe
COUNTRIES	occupied Palestinian territory, including east Jerusalem	2023	MCV1	ADMIN	89.32	NA
COUNTRIES	occupied Palestinian territory, including east Jerusalem	2023	MCV2	ADMIN	89.24	NA
COUNTRIES	Oman	2023	MCV1	ADMIN	99.81	Asia
COUNTRIES	Oman	2023	MCV2	ADMIN	99.74	Asia
COUNTRIES	Pakistan	2023	MCV1	ADMIN	98.39	Asia
COUNTRIES	Pakistan	2023	MCV2	ADMIN	90.51	Asia
COUNTRIES	Palau	2023	MCV2	ADMIN	88.61	Oceania
COUNTRIES	Palau	2023	MCV1	ADMIN	96.07	Oceania
COUNTRIES	Panama	2023	MCV2	ADMIN	77.34	North America
COUNTRIES	Panama	2023	MCV1	ADMIN	88.29	North America
COUNTRIES	Papua New Guinea	2023	MCV1	ADMIN	52.43	Oceania
COUNTRIES	Papua New Guinea	2023	MCV2	ADMIN	47.96	Oceania
COUNTRIES	Paraguay	2023	MCV2	ADMIN	44.6	South America
COUNTRIES	Paraguay	2023	MCV1	ADMIN	71.42	South America
COUNTRIES	Peru	2023	MCV1	ADMIN	84.4	South America
COUNTRIES	Peru	2023	MCV2	ADMIN	65.6	South America
COUNTRIES	Philippines	2023	MCV1	ADMIN	73.83	Asia
COUNTRIES	Philippines	2023	MCV2	ADMIN	69.02	Asia
COUNTRIES	Poland	2023	MCV2	ADMIN	88.17	Europe
COUNTRIES	Poland	2023	MCV1	ADMIN	91.76	Europe
COUNTRIES	Qatar	2023	MCV1	ADMIN	99.6	Asia
COUNTRIES	Qatar	2023	MCV2	ADMIN	98.8	Asia
COUNTRIES	South Korea	2023	MCV2	ADMIN	96.25	Asia
COUNTRIES	South Korea	2023	MCV1	ADMIN	96.99	Asia
COUNTRIES	Republic of Moldova	2023	MCV1	ADMIN	85	NA
COUNTRIES	Republic of Moldova	2023	MCV2	ADMIN	92.8	NA
COUNTRIES	Romania	2023	MCV1	ADMIN	37.59	Europe
COUNTRIES	Romania	2023	MCV2	ADMIN	17.84	Europe
COUNTRIES	Russia	2023	MCV2	ADMIN	72.85	Asia
COUNTRIES	Russia	2023	MCV1	ADMIN	96.78	Asia
COUNTRIES	Rwanda	2023	MCV1	ADMIN	95.67	Africa
COUNTRIES	Rwanda	2023	MCV2	ADMIN	88.24	Africa
COUNTRIES	Saint Kitts and Nevis	2023	MCV1	ADMIN	95.26	North America
COUNTRIES	Saint Kitts and Nevis	2023	MCV2	ADMIN	93.72	North America
COUNTRIES	Saint Lucia	2023	MCV1	ADMIN	84.6	North America
COUNTRIES	Saint Lucia	2023	MCV2	ADMIN	83.26	North America
COUNTRIES	Saint Vincent and the Grenadines	2023	MCV2	ADMIN	91.97	North America
COUNTRIES	Saint Vincent and the Grenadines	2023	MCV1	ADMIN	90.35	North America
COUNTRIES	Samoa	2023	MCV1	ADMIN	87.32	Oceania
COUNTRIES	Samoa	2023	MCV2	ADMIN	74.81	Oceania
COUNTRIES	San Marino	2023	MCV1	ADMIN	89.22	Europe
COUNTRIES	San Marino	2023	MCV2	ADMIN	78.86	Europe
COUNTRIES	Sao Tome and Principe	2023	MCV2	ADMIN	89.8	Africa
COUNTRIES	Sao Tome and Principe	2023	MCV1	ADMIN	86.48	Africa
COUNTRIES	Saudi Arabia	2023	MCV1	ADMIN	96.61	Asia
COUNTRIES	Saudi Arabia	2023	MCV2	ADMIN	96.4	Asia
COUNTRIES	Serbia	2023	MCV2	ADMIN	91.01	Europe
COUNTRIES	Serbia	2023	MCV1	ADMIN	84.47	Europe
COUNTRIES	Seychelles	2023	MCV1	ADMIN	93.47	Africa
COUNTRIES	Seychelles	2023	MCV2	ADMIN	88.73	Africa
COUNTRIES	Sierra Leone	2023	MCV1	ADMIN	107.28	Africa
COUNTRIES	Sierra Leone	2023	MCV2	ADMIN	100.06	Africa
COUNTRIES	Singapore	2023	MCV1	ADMIN	96.9	Asia
COUNTRIES	Singapore	2023	MCV2	ADMIN	91.9	Asia
COUNTRIES	Slovakia	2023	MCV2	ADMIN	94.52	Europe
COUNTRIES	Slovakia	2023	MCV1	ADMIN	94.43	Europe
COUNTRIES	Solomon Islands	2023	MCV2	ADMIN	48.08	Oceania
COUNTRIES	Solomon Islands	2023	MCV1	ADMIN	67.83	Oceania
COUNTRIES	Somalia	2023	MCV1	ADMIN	81.39	Africa
COUNTRIES	Somalia	2023	MCV2	ADMIN	23.39	Africa
COUNTRIES	South Africa	2023	MCV1	ADMIN	79.68	Africa
COUNTRIES	South Africa	2023	MCV2	ADMIN	83.47	Africa
COUNTRIES	South Sudan	2023	MCV1	ADMIN	101	Africa
COUNTRIES	Spain	2023	MCV1	ADMIN	96.13	Europe
COUNTRIES	Spain	2023	MCV2	ADMIN	91.81	Europe
COUNTRIES	Sri Lanka	2023	MCV1	ADMIN	98.76	Asia
COUNTRIES	Sri Lanka	2023	MCV2	ADMIN	98.72	Asia
COUNTRIES	Sudan	2023	MCV1	ADMIN	51.11	Africa
COUNTRIES	Sudan	2023	MCV2	ADMIN	38.11	Africa
COUNTRIES	Suriname	2023	MCV1	ADMIN	92.08	South America
COUNTRIES	Suriname	2023	MCV2	ADMIN	66.48	South America
COUNTRIES	Switzerland	2023	MCV1	ADMIN	95	Europe
COUNTRIES	Switzerland	2023	MCV2	ADMIN	91	Europe
COUNTRIES	Syria	2023	MCV1	ADMIN	80.22	Asia
COUNTRIES	Syria	2023	MCV2	ADMIN	70.32	Asia
COUNTRIES	Tajikistan	2023	MCV1	ADMIN	97.65	Asia
COUNTRIES	Tajikistan	2023	MCV2	ADMIN	96.25	Asia
COUNTRIES	Thailand	2023	MCV1	ADMIN	85.6	Asia
COUNTRIES	Thailand	2023	MCV2	ADMIN	84.7	Asia
COUNTRIES	Timor-Leste	2023	MCV1	ADMIN	103.62	NA
COUNTRIES	Timor-Leste	2023	MCV2	ADMIN	100.7	NA
COUNTRIES	Togo	2023	MCV1	ADMIN	86.41	Africa
COUNTRIES	Togo	2023	MCV2	ADMIN	71.84	Africa
COUNTRIES	Tokelau	2023	MCV2	ADMIN	96.3	NA
COUNTRIES	Tokelau	2023	MCV1	ADMIN	96	NA
COUNTRIES	Tonga	2023	MCV1	ADMIN	100	Oceania
COUNTRIES	Tonga	2023	MCV2	ADMIN	98.96	Oceania
COUNTRIES	Trinidad and Tobago	2023	MCV1	ADMIN	89.74	North America
COUNTRIES	Trinidad and Tobago	2023	MCV2	ADMIN	90.54	North America
COUNTRIES	Tunisia	2023	MCV1	ADMIN	91.2	Africa
COUNTRIES	Tunisia	2023	MCV2	ADMIN	91.16	Africa
COUNTRIES	Turkey	2023	MCV1	ADMIN	95.17	Europe
COUNTRIES	Turkey	2023	MCV2	ADMIN	93.68	Europe
COUNTRIES	Turkmenistan	2023	MCV1	ADMIN	98.9	Asia
COUNTRIES	Turkmenistan	2023	MCV2	ADMIN	98.9	Asia
COUNTRIES	Turks and Caicos Islands	2023	MCV2	ADMIN	95.76	NA
COUNTRIES	Turks and Caicos Islands	2023	MCV1	ADMIN	99.63	NA
COUNTRIES	Tuvalu	2023	MCV1	ADMIN	97.51	Oceania
COUNTRIES	Tuvalu	2023	MCV2	ADMIN	98.11	Oceania
COUNTRIES	Uganda	2023	MCV2	ADMIN	21.04	Africa
COUNTRIES	Uganda	2023	MCV1	ADMIN	93.18	Africa
COUNTRIES	Ukraine	2023	MCV1	ADMIN	92.36	Europe
COUNTRIES	Ukraine	2023	MCV2	ADMIN	87.31	Europe
COUNTRIES	United Arab Emirates	2023	MCV1	ADMIN	98.41	Asia
COUNTRIES	United Arab Emirates	2023	MCV2	ADMIN	86.21	Asia
COUNTRIES	United Kingdom	2023	MCV2	ADMIN	85.24	Europe
COUNTRIES	United Kingdom	2023	MCV1	ADMIN	89.8	Europe
COUNTRIES	United Republic of Tanzania	2023	MCV1	ADMIN	135.22	NA
COUNTRIES	United Republic of Tanzania	2023	MCV2	ADMIN	140.01	NA
COUNTRIES	Uruguay	2023	MCV1	ADMIN	95.92	South America
COUNTRIES	Uruguay	2023	MCV2	ADMIN	90.19	South America
COUNTRIES	Uzbekistan	2023	MCV1	ADMIN	99.43	Asia
COUNTRIES	Uzbekistan	2023	MCV2	ADMIN	99.57	Asia
COUNTRIES	Vanuatu	2023	MCV1	ADMIN	97	Oceania
COUNTRIES	Venezuela	2023	MCV2	ADMIN	39.06	South America
COUNTRIES	Venezuela	2023	MCV1	ADMIN	68.1	South America
COUNTRIES	Vietnam	2023	MCV1	ADMIN	81.96	Asia
COUNTRIES	Vietnam	2023	MCV2	ADMIN	86.03	Asia
COUNTRIES	Yemen	2023	MCV1	ADMIN	73.41	Asia
COUNTRIES	Yemen	2023	MCV2	ADMIN	64.42	Asia
COUNTRIES	Zambia	2023	MCV1	ADMIN	80.3	Africa
COUNTRIES	Zambia	2023	MCV2	ADMIN	60.47	Africa
COUNTRIES	Zimbabwe	2023	MCV1	ADMIN	93.87	Africa
COUNTRIES	Zimbabwe	2023	MCV2	ADMIN	86.94	Africa
COUNTRIES	Afghanistan	2023	MCV1	OFFICIAL	77.58	Asia
COUNTRIES	Afghanistan	2023	MCV2	OFFICIAL	60.11	Asia
COUNTRIES	Albania	2023	MCV2	OFFICIAL	93	Europe
COUNTRIES	Albania	2023	MCV1	OFFICIAL	83.2	Europe
COUNTRIES	Andorra	2023	MCV2	OFFICIAL	96	Europe
COUNTRIES	Andorra	2023	MCV1	OFFICIAL	99	Europe
COUNTRIES	Angola	2023	MCV1	OFFICIAL	78.67	Africa
COUNTRIES	Angola	2023	MCV2	OFFICIAL	54.77	Africa
COUNTRIES	Anguilla	2023	MCV2	OFFICIAL	71.33	NA
COUNTRIES	Anguilla	2023	MCV1	OFFICIAL	70.7	NA
COUNTRIES	Antigua and Barbuda	2023	MCV1	OFFICIAL	94	North America
